"Sigla da IES"	"Instituição de Ensino"	"Código do Programa"	"Programa"	"Ano da Publicação"	"Título"	"Produção Glosada?"	"Ordem"	"Autor"	"Categoria"	"Tipo de Produção"	"Subtipo"	"Nome do Detalhamento"	"Valor do Detalhamento"	"Área de Concentração"	"Linha de Pesquisa"	"Projeto de Pesquisa"	"A Produção é vinculada a Trabalho de Conclusão?"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A COMPUTATIONAL ANALYSIS OF A BILEVEL DECOMPOSITION FOR MPC OF RESOURCE CONSTRAINED DYNAMIC SYSTEMS"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Natureza"	"TRABALHO COMPLETO"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Modelos e algoritmos para otimização da cadeia de produção de petróleo e gás"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A COMPUTATIONAL ANALYSIS OF A BILEVEL DECOMPOSITION FOR MPC OF RESOURCE CONSTRAINED DYNAMIC SYSTEMS"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Nome do evento"	"Simpósio Brasileiro de Automação Inteligente (SBAI)"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Modelos e algoritmos para otimização da cadeia de produção de petróleo e gás"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A COMPUTATIONAL ANALYSIS OF A BILEVEL DECOMPOSITION FOR MPC OF RESOURCE CONSTRAINED DYNAMIC SYSTEMS"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Número da página final"	"5"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Modelos e algoritmos para otimização da cadeia de produção de petróleo e gás"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A COMPUTATIONAL ANALYSIS OF A BILEVEL DECOMPOSITION FOR MPC OF RESOURCE CONSTRAINED DYNAMIC SYSTEMS"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Número da página inicial"	"1"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Modelos e algoritmos para otimização da cadeia de produção de petróleo e gás"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A COMPUTATIONAL ANALYSIS OF A BILEVEL DECOMPOSITION FOR MPC OF RESOURCE CONSTRAINED DYNAMIC SYSTEMS"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Observação"	"-"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Modelos e algoritmos para otimização da cadeia de produção de petróleo e gás"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A COMPUTATIONAL ANALYSIS OF A BILEVEL DECOMPOSITION FOR MPC OF RESOURCE CONSTRAINED DYNAMIC SYSTEMS"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"País"	"Brasil"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Modelos e algoritmos para otimização da cadeia de produção de petróleo e gás"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A COMPUTATIONAL ANALYSIS OF A BILEVEL DECOMPOSITION FOR MPC OF RESOURCE CONSTRAINED DYNAMIC SYSTEMS"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Série"	"-"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Modelos e algoritmos para otimização da cadeia de produção de petróleo e gás"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A COMPUTATIONAL ANALYSIS OF A BILEVEL DECOMPOSITION FOR MPC OF RESOURCE CONSTRAINED DYNAMIC SYSTEMS"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Título dos Anais"	"Anais..."	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Modelos e algoritmos para otimização da cadeia de produção de petróleo e gás"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A COMPUTATIONAL ANALYSIS OF A BILEVEL DECOMPOSITION FOR MPC OF RESOURCE CONSTRAINED DYNAMIC SYSTEMS"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"URL"	"http://dx.doi.org/10.17648/sbai-2019-111120"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Modelos e algoritmos para otimização da cadeia de produção de petróleo e gás"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A COMPUTATIONAL ANALYSIS OF A BILEVEL DECOMPOSITION FOR MPC OF RESOURCE CONSTRAINED DYNAMIC SYSTEMS"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Volume"	"1"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Modelos e algoritmos para otimização da cadeia de produção de petróleo e gás"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A CUSTOM PROCESSOR FOR AN FPGA-BASED PLATFORM FOR AUTOMATIC LICENSE PLATE RECOGNITION"	"Não"	"1"	"GUILHERME AUGUSTO MARIANO SBORZ"	"Participante Externo"	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	""	""	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A CUSTOM PROCESSOR FOR AN FPGA-BASED PLATFORM FOR AUTOMATIC LICENSE PLATE RECOGNITION"	"Não"	"2"	"GUILHERME AUGUSTO POHL"	"Participante Externo"	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	""	""	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A CUSTOM PROCESSOR FOR AN FPGA-BASED PLATFORM FOR AUTOMATIC LICENSE PLATE RECOGNITION"	"Não"	"3"	"FELIPE VIEL"	"Egresso - null"	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	""	""	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A CUSTOM PROCESSOR FOR AN FPGA-BASED PLATFORM FOR AUTOMATIC LICENSE PLATE RECOGNITION"	"Não"	"4"	"CESAR ALBENES ZEFERINO"	"Docente"	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	""	""	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A CUSTOM PROCESSOR FOR AN FPGA-BASED PLATFORM FOR AUTOMATIC LICENSE PLATE RECOGNITION"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Cidade do evento"	"São Paulo"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A CUSTOM PROCESSOR FOR AN FPGA-BASED PLATFORM FOR AUTOMATIC LICENSE PLATE RECOGNITION"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Divulgação"	"MEIO DIGITAL"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A CUSTOM PROCESSOR FOR AN FPGA-BASED PLATFORM FOR AUTOMATIC LICENSE PLATE RECOGNITION"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Edição / Número"	"32"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A CUSTOM PROCESSOR FOR AN FPGA-BASED PLATFORM FOR AUTOMATIC LICENSE PLATE RECOGNITION"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Fascículo"	"-"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A CUSTOM PROCESSOR FOR AN FPGA-BASED PLATFORM FOR AUTOMATIC LICENSE PLATE RECOGNITION"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Idioma"	"INGLES"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A CUSTOM PROCESSOR FOR AN FPGA-BASED PLATFORM FOR AUTOMATIC LICENSE PLATE RECOGNITION"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"ISBN/ISSN"	"-"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A CUSTOM PROCESSOR FOR AN FPGA-BASED PLATFORM FOR AUTOMATIC LICENSE PLATE RECOGNITION"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Natureza"	"TRABALHO COMPLETO"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A CUSTOM PROCESSOR FOR AN FPGA-BASED PLATFORM FOR AUTOMATIC LICENSE PLATE RECOGNITION"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Nome do evento"	"Symposium on Integrated Circuits and Systems Design (SBCCI)"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A CUSTOM PROCESSOR FOR AN FPGA-BASED PLATFORM FOR AUTOMATIC LICENSE PLATE RECOGNITION"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Número da página final"	"6"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A CUSTOM PROCESSOR FOR AN FPGA-BASED PLATFORM FOR AUTOMATIC LICENSE PLATE RECOGNITION"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Número da página inicial"	"1"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A CUSTOM PROCESSOR FOR AN FPGA-BASED PLATFORM FOR AUTOMATIC LICENSE PLATE RECOGNITION"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Observação"	"Trabalho conjunto de docentes e egressos do PPGC "	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A CUSTOM PROCESSOR FOR AN FPGA-BASED PLATFORM FOR AUTOMATIC LICENSE PLATE RECOGNITION"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"País"	"Brasil"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A CUSTOM PROCESSOR FOR AN FPGA-BASED PLATFORM FOR AUTOMATIC LICENSE PLATE RECOGNITION"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Série"	"-"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A CUSTOM PROCESSOR FOR AN FPGA-BASED PLATFORM FOR AUTOMATIC LICENSE PLATE RECOGNITION"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Título dos Anais"	"Proceedings..."	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A CUSTOM PROCESSOR FOR AN FPGA-BASED PLATFORM FOR AUTOMATIC LICENSE PLATE RECOGNITION"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"URL"	"https://doi.org/10.1145/3338852.3339867"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A CUSTOM PROCESSOR FOR AN FPGA-BASED PLATFORM FOR AUTOMATIC LICENSE PLATE RECOGNITION"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Volume"	"1"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SpeedIP: Sistemas Multiprocessados em FPGA para o Processamento Digital de Imagem"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A FAULT-TOLERANT RECONFIGURABLE PLATFORM FOR COMMUNICATION MODULES OF SATELLITES"	"Não"	"1"	"CEZAR ANTONIO RIGO"	"Participante Externo"	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	""	""	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Investigação do sistema de comunicação de telemetria e telecomandos de satélites visando a otimização para adoção em CubeSats"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A FAULT-TOLERANT RECONFIGURABLE PLATFORM FOR COMMUNICATION MODULES OF SATELLITES"	"Não"	"2"	"LUCAS MATANA LUZA"	"Participante Externo"	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	""	""	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Investigação do sistema de comunicação de telemetria e telecomandos de satélites visando a otimização para adoção em CubeSats"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A FAULT-TOLERANT RECONFIGURABLE PLATFORM FOR COMMUNICATION MODULES OF SATELLITES"	"Não"	"3"	"TRAMONTIN, ELDER D."	"Sem Categoria"	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	""	""	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Investigação do sistema de comunicação de telemetria e telecomandos de satélites visando a otimização para adoção em CubeSats"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A FAULT-TOLERANT RECONFIGURABLE PLATFORM FOR COMMUNICATION MODULES OF SATELLITES"	"Não"	"4"	"MARTINS, VICTOR"	"Sem Categoria"	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	""	""	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Investigação do sistema de comunicação de telemetria e telecomandos de satélites visando a otimização para adoção em CubeSats"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A FAULT-TOLERANT RECONFIGURABLE PLATFORM FOR COMMUNICATION MODULES OF SATELLITES"	"Não"	"5"	"MARTINEZ, SARA VEGA"	"Sem Categoria"	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	""	""	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Investigação do sistema de comunicação de telemetria e telecomandos de satélites visando a otimização para adoção em CubeSats"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A FAULT-TOLERANT RECONFIGURABLE PLATFORM FOR COMMUNICATION MODULES OF SATELLITES"	"Não"	"6"	"LEONARDO KESSLER SLONGO"	"Participante Externo"	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	""	""	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Investigação do sistema de comunicação de telemetria e telecomandos de satélites visando a otimização para adoção em CubeSats"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"A FAULT-TOLERANT RECONFIGURABLE PLATFORM FOR COMMUNICATION MODULES OF SATELLITES"	"Não"	"7"	"LAIO ORIEL SEMAN"	"Docente"	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	""	""	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Investigação do sistema de comunicação de telemetria e telecomandos de satélites visando a otimização para adoção em CubeSats"	"Não"
