"Sigla da IES"	"Instituição de Ensino"	"Código do Programa"	"Programa"	"Ano da Publicação"	"Título"	"Produção Glosada?"	"Ordem"	"Autor"	"Categoria"	"Tipo de Produção"	"Subtipo"	"Nome do Detalhamento"	"Valor do Detalhamento"	"Área de Concentração"	"Linha de Pesquisa"	"Projeto de Pesquisa"	"A Produção é vinculada a Trabalho de Conclusão?"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COORDENADOR DO V WALGPROG - WORKSHOP DE ENSINO EM PENSAMENTO COMPUTACIONAL, ALGORITMOS E PROGRAMAÇÃO"	"Não"	""	""	""	"TÉCNICA"	"ORGANIZAÇÃO DE EVENTO"	"(PTT) Há registro/depósito de propriedade intelectual?"	"-"	"COMPUTAÇÃO APLICADA"	"INFORMÁTICA NA EDUCAÇÃO E ENGENHARIA DE SOFTWARE"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COORDENADOR DO V WALGPROG - WORKSHOP DE ENSINO EM PENSAMENTO COMPUTACIONAL, ALGORITMOS E PROGRAMAÇÃO"	"Não"	""	""	""	"TÉCNICA"	"ORGANIZAÇÃO DE EVENTO"	"(PTT) Há transferência de tecnologia/conhecimento?"	"-"	"COMPUTAÇÃO APLICADA"	"INFORMÁTICA NA EDUCAÇÃO E ENGENHARIA DE SOFTWARE"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COORDENADOR DO V WALGPROG - WORKSHOP DE ENSINO EM PENSAMENTO COMPUTACIONAL, ALGORITMOS E PROGRAMAÇÃO"	"Não"	""	""	""	"TÉCNICA"	"ORGANIZAÇÃO DE EVENTO"	"(PTT) Houve fomento?"	"-"	"COMPUTAÇÃO APLICADA"	"INFORMÁTICA NA EDUCAÇÃO E ENGENHARIA DE SOFTWARE"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COORDENADOR DO V WALGPROG - WORKSHOP DE ENSINO EM PENSAMENTO COMPUTACIONAL, ALGORITMOS E PROGRAMAÇÃO"	"Não"	""	""	""	"TÉCNICA"	"ORGANIZAÇÃO DE EVENTO"	"(PTT) Impacto - Área impactada pela produção"	"-"	"COMPUTAÇÃO APLICADA"	"INFORMÁTICA NA EDUCAÇÃO E ENGENHARIA DE SOFTWARE"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COORDENADOR DO V WALGPROG - WORKSHOP DE ENSINO EM PENSAMENTO COMPUTACIONAL, ALGORITMOS E PROGRAMAÇÃO"	"Não"	""	""	""	"TÉCNICA"	"ORGANIZAÇÃO DE EVENTO"	"(PTT) Impacto - Demanda"	"-"	"COMPUTAÇÃO APLICADA"	"INFORMÁTICA NA EDUCAÇÃO E ENGENHARIA DE SOFTWARE"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COORDENADOR DO V WALGPROG - WORKSHOP DE ENSINO EM PENSAMENTO COMPUTACIONAL, ALGORITMOS E PROGRAMAÇÃO"	"Não"	""	""	""	"TÉCNICA"	"ORGANIZAÇÃO DE EVENTO"	"(PTT) Impacto - Nível"	"-"	"COMPUTAÇÃO APLICADA"	"INFORMÁTICA NA EDUCAÇÃO E ENGENHARIA DE SOFTWARE"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COORDENADOR DO V WALGPROG - WORKSHOP DE ENSINO EM PENSAMENTO COMPUTACIONAL, ALGORITMOS E PROGRAMAÇÃO"	"Não"	""	""	""	"TÉCNICA"	"ORGANIZAÇÃO DE EVENTO"	"(PTT) Impacto - Objetivo da Pesquisa"	"-"	"COMPUTAÇÃO APLICADA"	"INFORMÁTICA NA EDUCAÇÃO E ENGENHARIA DE SOFTWARE"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COORDENADOR DO V WALGPROG - WORKSHOP DE ENSINO EM PENSAMENTO COMPUTACIONAL, ALGORITMOS E PROGRAMAÇÃO"	"Não"	""	""	""	"TÉCNICA"	"ORGANIZAÇÃO DE EVENTO"	"(PTT) Impacto - Tipo"	"-"	"COMPUTAÇÃO APLICADA"	"INFORMÁTICA NA EDUCAÇÃO E ENGENHARIA DE SOFTWARE"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COORDENADOR DO V WALGPROG - WORKSHOP DE ENSINO EM PENSAMENTO COMPUTACIONAL, ALGORITMOS E PROGRAMAÇÃO"	"Não"	""	""	""	"TÉCNICA"	"ORGANIZAÇÃO DE EVENTO"	"(PTT) Inovação"	"-"	"COMPUTAÇÃO APLICADA"	"INFORMÁTICA NA EDUCAÇÃO E ENGENHARIA DE SOFTWARE"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COORDENADOR DO V WALGPROG - WORKSHOP DE ENSINO EM PENSAMENTO COMPUTACIONAL, ALGORITMOS E PROGRAMAÇÃO"	"Não"	""	""	""	"TÉCNICA"	"ORGANIZAÇÃO DE EVENTO"	"(PTT) Replicabilidade"	"-"	"COMPUTAÇÃO APLICADA"	"INFORMÁTICA NA EDUCAÇÃO E ENGENHARIA DE SOFTWARE"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COORDENADOR DO V WALGPROG - WORKSHOP DE ENSINO EM PENSAMENTO COMPUTACIONAL, ALGORITMOS E PROGRAMAÇÃO"	"Não"	""	""	""	"TÉCNICA"	"ORGANIZAÇÃO DE EVENTO"	"(PTT) Setor da sociedade beneficiado pelo impacto"	"-"	"COMPUTAÇÃO APLICADA"	"INFORMÁTICA NA EDUCAÇÃO E ENGENHARIA DE SOFTWARE"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COORDENADOR DO V WALGPROG - WORKSHOP DE ENSINO EM PENSAMENTO COMPUTACIONAL, ALGORITMOS E PROGRAMAÇÃO"	"Não"	""	""	""	"TÉCNICA"	"ORGANIZAÇÃO DE EVENTO"	"(PTT) URL"	"-"	"COMPUTAÇÃO APLICADA"	"INFORMÁTICA NA EDUCAÇÃO E ENGENHARIA DE SOFTWARE"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COORDENADOR DO V WALGPROG - WORKSHOP DE ENSINO EM PENSAMENTO COMPUTACIONAL, ALGORITMOS E PROGRAMAÇÃO"	"Não"	""	""	""	"TÉCNICA"	"ORGANIZAÇÃO DE EVENTO"	"Tipo"	"CONGRESSO"	"COMPUTAÇÃO APLICADA"	"INFORMÁTICA NA EDUCAÇÃO E ENGENHARIA DE SOFTWARE"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COORDENADOR DO V WALGPROG - WORKSHOP DE ENSINO EM PENSAMENTO COMPUTACIONAL, ALGORITMOS E PROGRAMAÇÃO"	"Não"	""	""	""	"TÉCNICA"	"ORGANIZAÇÃO DE EVENTO"	"Título em Inglês"	"-"	"COMPUTAÇÃO APLICADA"	"INFORMÁTICA NA EDUCAÇÃO E ENGENHARIA DE SOFTWARE"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COORDENADOR DO V WALGPROG - WORKSHOP DE ENSINO EM PENSAMENTO COMPUTACIONAL, ALGORITMOS E PROGRAMAÇÃO"	"Não"	""	""	""	"TÉCNICA"	"ORGANIZAÇÃO DE EVENTO"	"URL do DOI"	"-"	"COMPUTAÇÃO APLICADA"	"INFORMÁTICA NA EDUCAÇÃO E ENGENHARIA DE SOFTWARE"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"CORRECTION TO: MIXED PROTOTYPES FOR THE EVALUATION OF USABILITY AND USER EXPERIENCE: SIMULATING AN INTERACTIVE ELECTRONIC DEVICE"	"Não"	"1"	"FERNANDA GOMES FAUST"	"Participante Externo"	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	""	""	"COMPUTAÇÃO APLICADA"	"INTELIGÊNCIA APLICADA"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"CORRECTION TO: MIXED PROTOTYPES FOR THE EVALUATION OF USABILITY AND USER EXPERIENCE: SIMULATING AN INTERACTIVE ELECTRONIC DEVICE"	"Não"	"2"	"TIAGO CATECATI"	"Participante Externo"	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	""	""	"COMPUTAÇÃO APLICADA"	"INTELIGÊNCIA APLICADA"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"CORRECTION TO: MIXED PROTOTYPES FOR THE EVALUATION OF USABILITY AND USER EXPERIENCE: SIMULATING AN INTERACTIVE ELECTRONIC DEVICE"	"Não"	"3"	"ALEJANDRO RAFAEL GARCIA RAMIREZ"	"Docente"	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	""	""	"COMPUTAÇÃO APLICADA"	"INTELIGÊNCIA APLICADA"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"CORRECTION TO: MIXED PROTOTYPES FOR THE EVALUATION OF USABILITY AND USER EXPERIENCE: SIMULATING AN INTERACTIVE ELECTRONIC DEVICE"	"Não"	"4"	"ELTON MOURA NICKEL"	"Participante Externo"	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	""	""	"COMPUTAÇÃO APLICADA"	"INTELIGÊNCIA APLICADA"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"CORRECTION TO: MIXED PROTOTYPES FOR THE EVALUATION OF USABILITY AND USER EXPERIENCE: SIMULATING AN INTERACTIVE ELECTRONIC DEVICE"	"Não"	"5"	"MARCELO GITIRANA GOMES FERREIRA"	"Participante Externo"	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	""	""	"COMPUTAÇÃO APLICADA"	"INTELIGÊNCIA APLICADA"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"CORRECTION TO: MIXED PROTOTYPES FOR THE EVALUATION OF USABILITY AND USER EXPERIENCE: SIMULATING AN INTERACTIVE ELECTRONIC DEVICE"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"Cidade"	"-"	"COMPUTAÇÃO APLICADA"	"INTELIGÊNCIA APLICADA"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"CORRECTION TO: MIXED PROTOTYPES FOR THE EVALUATION OF USABILITY AND USER EXPERIENCE: SIMULATING AN INTERACTIVE ELECTRONIC DEVICE"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"Divulgação"	"MEIO DIGITAL"	"COMPUTAÇÃO APLICADA"	"INTELIGÊNCIA APLICADA"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"CORRECTION TO: MIXED PROTOTYPES FOR THE EVALUATION OF USABILITY AND USER EXPERIENCE: SIMULATING AN INTERACTIVE ELECTRONIC DEVICE"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"Fascículo"	"-"	"COMPUTAÇÃO APLICADA"	"INTELIGÊNCIA APLICADA"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"CORRECTION TO: MIXED PROTOTYPES FOR THE EVALUATION OF USABILITY AND USER EXPERIENCE: SIMULATING AN INTERACTIVE ELECTRONIC DEVICE"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"Idioma"	"INGLES"	"COMPUTAÇÃO APLICADA"	"INTELIGÊNCIA APLICADA"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"CORRECTION TO: MIXED PROTOTYPES FOR THE EVALUATION OF USABILITY AND USER EXPERIENCE: SIMULATING AN INTERACTIVE ELECTRONIC DEVICE"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"ISSN / Título do periódico"	"1359-4338 / (1359-4338) VIRTUAL REALITY (WALTHAM CROSS)"	"COMPUTAÇÃO APLICADA"	"INTELIGÊNCIA APLICADA"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"CORRECTION TO: MIXED PROTOTYPES FOR THE EVALUATION OF USABILITY AND USER EXPERIENCE: SIMULATING AN INTERACTIVE ELECTRONIC DEVICE"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"Natureza"	"Completo"	"COMPUTAÇÃO APLICADA"	"INTELIGÊNCIA APLICADA"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"CORRECTION TO: MIXED PROTOTYPES FOR THE EVALUATION OF USABILITY AND USER EXPERIENCE: SIMULATING AN INTERACTIVE ELECTRONIC DEVICE"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"Nome da editora"	"-"	"COMPUTAÇÃO APLICADA"	"INTELIGÊNCIA APLICADA"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"CORRECTION TO: MIXED PROTOTYPES FOR THE EVALUATION OF USABILITY AND USER EXPERIENCE: SIMULATING AN INTERACTIVE ELECTRONIC DEVICE"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"Número da página final"	"214"	"COMPUTAÇÃO APLICADA"	"INTELIGÊNCIA APLICADA"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"CORRECTION TO: MIXED PROTOTYPES FOR THE EVALUATION OF USABILITY AND USER EXPERIENCE: SIMULATING AN INTERACTIVE ELECTRONIC DEVICE"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"Número da página inicial"	"213"	"COMPUTAÇÃO APLICADA"	"INTELIGÊNCIA APLICADA"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"CORRECTION TO: MIXED PROTOTYPES FOR THE EVALUATION OF USABILITY AND USER EXPERIENCE: SIMULATING AN INTERACTIVE ELECTRONIC DEVICE"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"Número do DOI"	"10.1007/s10055-018-0356-1"	"COMPUTAÇÃO APLICADA"	"INTELIGÊNCIA APLICADA"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"CORRECTION TO: MIXED PROTOTYPES FOR THE EVALUATION OF USABILITY AND USER EXPERIENCE: SIMULATING AN INTERACTIVE ELECTRONIC DEVICE"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"Observação"	"-"	"COMPUTAÇÃO APLICADA"	"INTELIGÊNCIA APLICADA"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"CORRECTION TO: MIXED PROTOTYPES FOR THE EVALUATION OF USABILITY AND USER EXPERIENCE: SIMULATING AN INTERACTIVE ELECTRONIC DEVICE"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"Série"	"-"	"COMPUTAÇÃO APLICADA"	"INTELIGÊNCIA APLICADA"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"CORRECTION TO: MIXED PROTOTYPES FOR THE EVALUATION OF USABILITY AND USER EXPERIENCE: SIMULATING AN INTERACTIVE ELECTRONIC DEVICE"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"URL"	"-"	"COMPUTAÇÃO APLICADA"	"INTELIGÊNCIA APLICADA"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"CORRECTION TO: MIXED PROTOTYPES FOR THE EVALUATION OF USABILITY AND USER EXPERIENCE: SIMULATING AN INTERACTIVE ELECTRONIC DEVICE"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"URL do DOI"	"https://doi.org/10.1007/s10055-018-0356-1"	"COMPUTAÇÃO APLICADA"	"INTELIGÊNCIA APLICADA"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"CORRECTION TO: MIXED PROTOTYPES FOR THE EVALUATION OF USABILITY AND USER EXPERIENCE: SIMULATING AN INTERACTIVE ELECTRONIC DEVICE"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"ARTIGO EM PERIÓDICO"	"Volume"	"23"	"COMPUTAÇÃO APLICADA"	"INTELIGÊNCIA APLICADA"		"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COSGP-IOT-SG: UMA PROPOSTA PARA INTEGRAÇÃO EM SMARTGRID PARA DISPOSITIVOS COM CAPACIDADE LIMITADA"	"Não"	"1"	"GABRIEL DE MELLO"	"Sem Categoria"	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	""	""	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Control and history management based on the privacy of Ubiquitous environments."	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COSGP-IOT-SG: UMA PROPOSTA PARA INTEGRAÇÃO EM SMARTGRID PARA DISPOSITIVOS COM CAPACIDADE LIMITADA"	"Não"	"2"	"LUIS AUGUSTO SILVA"	"Egresso - null"	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	""	""	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Control and history management based on the privacy of Ubiquitous environments."	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COSGP-IOT-SG: UMA PROPOSTA PARA INTEGRAÇÃO EM SMARTGRID PARA DISPOSITIVOS COM CAPACIDADE LIMITADA"	"Não"	"3"	"VALDERI REIS QUIETINHO LEITHARDT"	"Docente"	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	""	""	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Control and history management based on the privacy of Ubiquitous environments."	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COSGP-IOT-SG: UMA PROPOSTA PARA INTEGRAÇÃO EM SMARTGRID PARA DISPOSITIVOS COM CAPACIDADE LIMITADA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Cidade do evento"	"Três de Maio RS"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Control and history management based on the privacy of Ubiquitous environments."	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COSGP-IOT-SG: UMA PROPOSTA PARA INTEGRAÇÃO EM SMARTGRID PARA DISPOSITIVOS COM CAPACIDADE LIMITADA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Divulgação"	"VÁRIOS"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Control and history management based on the privacy of Ubiquitous environments."	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COSGP-IOT-SG: UMA PROPOSTA PARA INTEGRAÇÃO EM SMARTGRID PARA DISPOSITIVOS COM CAPACIDADE LIMITADA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Edição / Número"	"19"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Control and history management based on the privacy of Ubiquitous environments."	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COSGP-IOT-SG: UMA PROPOSTA PARA INTEGRAÇÃO EM SMARTGRID PARA DISPOSITIVOS COM CAPACIDADE LIMITADA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Fascículo"	"-"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Control and history management based on the privacy of Ubiquitous environments."	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COSGP-IOT-SG: UMA PROPOSTA PARA INTEGRAÇÃO EM SMARTGRID PARA DISPOSITIVOS COM CAPACIDADE LIMITADA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Idioma"	"PORTUGUES"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Control and history management based on the privacy of Ubiquitous environments."	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COSGP-IOT-SG: UMA PROPOSTA PARA INTEGRAÇÃO EM SMARTGRID PARA DISPOSITIVOS COM CAPACIDADE LIMITADA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"ISBN/ISSN"	"-"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Control and history management based on the privacy of Ubiquitous environments."	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COSGP-IOT-SG: UMA PROPOSTA PARA INTEGRAÇÃO EM SMARTGRID PARA DISPOSITIVOS COM CAPACIDADE LIMITADA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Natureza"	"RESUMO EXPANDIDO"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Control and history management based on the privacy of Ubiquitous environments."	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COSGP-IOT-SG: UMA PROPOSTA PARA INTEGRAÇÃO EM SMARTGRID PARA DISPOSITIVOS COM CAPACIDADE LIMITADA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Nome do evento"	"Escola Regional de Alto Desempenho (ERAD)"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Control and history management based on the privacy of Ubiquitous environments."	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COSGP-IOT-SG: UMA PROPOSTA PARA INTEGRAÇÃO EM SMARTGRID PARA DISPOSITIVOS COM CAPACIDADE LIMITADA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Número da página final"	"-"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Control and history management based on the privacy of Ubiquitous environments."	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COSGP-IOT-SG: UMA PROPOSTA PARA INTEGRAÇÃO EM SMARTGRID PARA DISPOSITIVOS COM CAPACIDADE LIMITADA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Número da página inicial"	"-"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Control and history management based on the privacy of Ubiquitous environments."	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COSGP-IOT-SG: UMA PROPOSTA PARA INTEGRAÇÃO EM SMARTGRID PARA DISPOSITIVOS COM CAPACIDADE LIMITADA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Observação"	"Trabalho conjunto de docentes e discentes do PPGC"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Control and history management based on the privacy of Ubiquitous environments."	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COSGP-IOT-SG: UMA PROPOSTA PARA INTEGRAÇÃO EM SMARTGRID PARA DISPOSITIVOS COM CAPACIDADE LIMITADA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"País"	"Brasil"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Control and history management based on the privacy of Ubiquitous environments."	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2019"	"COSGP-IOT-SG: UMA PROPOSTA PARA INTEGRAÇÃO EM SMARTGRID PARA DISPOSITIVOS COM CAPACIDADE LIMITADA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Série"	"-"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"Control and history management based on the privacy of Ubiquitous environments."	"Não"
