"Sigla da IES"	"Instituição de Ensino"	"Código do Programa"	"Programa"	"Ano da Publicação"	"Título"	"Produção Glosada?"	"Ordem"	"Autor"	"Categoria"	"Tipo de Produção"	"Subtipo"	"Nome do Detalhamento"	"Valor do Detalhamento"	"Área de Concentração"	"Linha de Pesquisa"	"Projeto de Pesquisa"	"A Produção é vinculada a Trabalho de Conclusão?"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"ALGORITMOS DE ÁRVORE GERADORA MÍNIMA PARA RECONFIGURAÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA"	"Não"	"2"	"FERNANDO CONCATTO"	"Discente - null"	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	""	""	"COMPUTAÇÃO APLICADA"	"SISTEMAS INTELIGENTES"	"SISTEMA SAPIENS PARA AVALIAÇÃO DE DESEMPENHO DE OPERADORES DE MANOBRAS EM REDES DE DISTRIBUIÇÃO E SUBESTAÇÕES CONSIDERANDO AVALIAÇÃO MULTICRITÉRIO"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"ALGORITMOS DE ÁRVORE GERADORA MÍNIMA PARA RECONFIGURAÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA"	"Não"	"3"	"RAIMUNDO CELESTE GHIZONI TEIVE"	"Docente"	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	""	""	"COMPUTAÇÃO APLICADA"	"SISTEMAS INTELIGENTES"	"SISTEMA SAPIENS PARA AVALIAÇÃO DE DESEMPENHO DE OPERADORES DE MANOBRAS EM REDES DE DISTRIBUIÇÃO E SUBESTAÇÕES CONSIDERANDO AVALIAÇÃO MULTICRITÉRIO"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"ALGORITMOS DE ÁRVORE GERADORA MÍNIMA PARA RECONFIGURAÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Cidade do evento"	"Florianópolis"	"COMPUTAÇÃO APLICADA"	"SISTEMAS INTELIGENTES"	"SISTEMA SAPIENS PARA AVALIAÇÃO DE DESEMPENHO DE OPERADORES DE MANOBRAS EM REDES DE DISTRIBUIÇÃO E SUBESTAÇÕES CONSIDERANDO AVALIAÇÃO MULTICRITÉRIO"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"ALGORITMOS DE ÁRVORE GERADORA MÍNIMA PARA RECONFIGURAÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Divulgação"	"MEIO DIGITAL"	"COMPUTAÇÃO APLICADA"	"SISTEMAS INTELIGENTES"	"SISTEMA SAPIENS PARA AVALIAÇÃO DE DESEMPENHO DE OPERADORES DE MANOBRAS EM REDES DE DISTRIBUIÇÃO E SUBESTAÇÕES CONSIDERANDO AVALIAÇÃO MULTICRITÉRIO"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"ALGORITMOS DE ÁRVORE GERADORA MÍNIMA PARA RECONFIGURAÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Edição / Número"	"8"	"COMPUTAÇÃO APLICADA"	"SISTEMAS INTELIGENTES"	"SISTEMA SAPIENS PARA AVALIAÇÃO DE DESEMPENHO DE OPERADORES DE MANOBRAS EM REDES DE DISTRIBUIÇÃO E SUBESTAÇÕES CONSIDERANDO AVALIAÇÃO MULTICRITÉRIO"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"ALGORITMOS DE ÁRVORE GERADORA MÍNIMA PARA RECONFIGURAÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Fascículo"	"-"	"COMPUTAÇÃO APLICADA"	"SISTEMAS INTELIGENTES"	"SISTEMA SAPIENS PARA AVALIAÇÃO DE DESEMPENHO DE OPERADORES DE MANOBRAS EM REDES DE DISTRIBUIÇÃO E SUBESTAÇÕES CONSIDERANDO AVALIAÇÃO MULTICRITÉRIO"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"ALGORITMOS DE ÁRVORE GERADORA MÍNIMA PARA RECONFIGURAÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Idioma"	"BRETAO"	"COMPUTAÇÃO APLICADA"	"SISTEMAS INTELIGENTES"	"SISTEMA SAPIENS PARA AVALIAÇÃO DE DESEMPENHO DE OPERADORES DE MANOBRAS EM REDES DE DISTRIBUIÇÃO E SUBESTAÇÕES CONSIDERANDO AVALIAÇÃO MULTICRITÉRIO"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"ALGORITMOS DE ÁRVORE GERADORA MÍNIMA PARA RECONFIGURAÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Idioma"	"Bretão"	"COMPUTAÇÃO APLICADA"	"SISTEMAS INTELIGENTES"	"SISTEMA SAPIENS PARA AVALIAÇÃO DE DESEMPENHO DE OPERADORES DE MANOBRAS EM REDES DE DISTRIBUIÇÃO E SUBESTAÇÕES CONSIDERANDO AVALIAÇÃO MULTICRITÉRIO"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"ALGORITMOS DE ÁRVORE GERADORA MÍNIMA PARA RECONFIGURAÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"ISBN/ISSN"	"-"	"COMPUTAÇÃO APLICADA"	"SISTEMAS INTELIGENTES"	"SISTEMA SAPIENS PARA AVALIAÇÃO DE DESEMPENHO DE OPERADORES DE MANOBRAS EM REDES DE DISTRIBUIÇÃO E SUBESTAÇÕES CONSIDERANDO AVALIAÇÃO MULTICRITÉRIO"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"ALGORITMOS DE ÁRVORE GERADORA MÍNIMA PARA RECONFIGURAÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Natureza"	"TRABALHO COMPLETO"	"COMPUTAÇÃO APLICADA"	"SISTEMAS INTELIGENTES"	"SISTEMA SAPIENS PARA AVALIAÇÃO DE DESEMPENHO DE OPERADORES DE MANOBRAS EM REDES DE DISTRIBUIÇÃO E SUBESTAÇÕES CONSIDERANDO AVALIAÇÃO MULTICRITÉRIO"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"ALGORITMOS DE ÁRVORE GERADORA MÍNIMA PARA RECONFIGURAÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Nome do evento"	"COTB - Computer on the Beach 2017"	"COMPUTAÇÃO APLICADA"	"SISTEMAS INTELIGENTES"	"SISTEMA SAPIENS PARA AVALIAÇÃO DE DESEMPENHO DE OPERADORES DE MANOBRAS EM REDES DE DISTRIBUIÇÃO E SUBESTAÇÕES CONSIDERANDO AVALIAÇÃO MULTICRITÉRIO"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"ALGORITMOS DE ÁRVORE GERADORA MÍNIMA PARA RECONFIGURAÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Número da página final"	"6"	"COMPUTAÇÃO APLICADA"	"SISTEMAS INTELIGENTES"	"SISTEMA SAPIENS PARA AVALIAÇÃO DE DESEMPENHO DE OPERADORES DE MANOBRAS EM REDES DE DISTRIBUIÇÃO E SUBESTAÇÕES CONSIDERANDO AVALIAÇÃO MULTICRITÉRIO"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"ALGORITMOS DE ÁRVORE GERADORA MÍNIMA PARA RECONFIGURAÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Número da página inicial"	"1"	"COMPUTAÇÃO APLICADA"	"SISTEMAS INTELIGENTES"	"SISTEMA SAPIENS PARA AVALIAÇÃO DE DESEMPENHO DE OPERADORES DE MANOBRAS EM REDES DE DISTRIBUIÇÃO E SUBESTAÇÕES CONSIDERANDO AVALIAÇÃO MULTICRITÉRIO"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"ALGORITMOS DE ÁRVORE GERADORA MÍNIMA PARA RECONFIGURAÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Observação"	"-"	"COMPUTAÇÃO APLICADA"	"SISTEMAS INTELIGENTES"	"SISTEMA SAPIENS PARA AVALIAÇÃO DE DESEMPENHO DE OPERADORES DE MANOBRAS EM REDES DE DISTRIBUIÇÃO E SUBESTAÇÕES CONSIDERANDO AVALIAÇÃO MULTICRITÉRIO"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"ALGORITMOS DE ÁRVORE GERADORA MÍNIMA PARA RECONFIGURAÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"País"	"Brasil"	"COMPUTAÇÃO APLICADA"	"SISTEMAS INTELIGENTES"	"SISTEMA SAPIENS PARA AVALIAÇÃO DE DESEMPENHO DE OPERADORES DE MANOBRAS EM REDES DE DISTRIBUIÇÃO E SUBESTAÇÕES CONSIDERANDO AVALIAÇÃO MULTICRITÉRIO"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"ALGORITMOS DE ÁRVORE GERADORA MÍNIMA PARA RECONFIGURAÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Série"	"-"	"COMPUTAÇÃO APLICADA"	"SISTEMAS INTELIGENTES"	"SISTEMA SAPIENS PARA AVALIAÇÃO DE DESEMPENHO DE OPERADORES DE MANOBRAS EM REDES DE DISTRIBUIÇÃO E SUBESTAÇÕES CONSIDERANDO AVALIAÇÃO MULTICRITÉRIO"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"ALGORITMOS DE ÁRVORE GERADORA MÍNIMA PARA RECONFIGURAÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Título dos Anais"	"Anais..."	"COMPUTAÇÃO APLICADA"	"SISTEMAS INTELIGENTES"	"SISTEMA SAPIENS PARA AVALIAÇÃO DE DESEMPENHO DE OPERADORES DE MANOBRAS EM REDES DE DISTRIBUIÇÃO E SUBESTAÇÕES CONSIDERANDO AVALIAÇÃO MULTICRITÉRIO"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"ALGORITMOS DE ÁRVORE GERADORA MÍNIMA PARA RECONFIGURAÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"URL"	"[http://https://siaiap32.univali.br/seer/index.php/acotb/issue/view/424]"	"COMPUTAÇÃO APLICADA"	"SISTEMAS INTELIGENTES"	"SISTEMA SAPIENS PARA AVALIAÇÃO DE DESEMPENHO DE OPERADORES DE MANOBRAS EM REDES DE DISTRIBUIÇÃO E SUBESTAÇÕES CONSIDERANDO AVALIAÇÃO MULTICRITÉRIO"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"ALGORITMOS DE ÁRVORE GERADORA MÍNIMA PARA RECONFIGURAÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Volume"	"1"	"COMPUTAÇÃO APLICADA"	"SISTEMAS INTELIGENTES"	"SISTEMA SAPIENS PARA AVALIAÇÃO DE DESEMPENHO DE OPERADORES DE MANOBRAS EM REDES DE DISTRIBUIÇÃO E SUBESTAÇÕES CONSIDERANDO AVALIAÇÃO MULTICRITÉRIO"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"AMBA-AHB NETWORK INTERFACE FOR CORE INTERCONNECTION IN A NETWORK-ON-CHIP"	"Não"	"1"	"FERNANDO LUIZ GAYA"	"Discente - null"	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	""	""	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SOCIN-SEC: PROVIMENTO DE SEGURANÇA EM REDE-EM-CHIP"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"AMBA-AHB NETWORK INTERFACE FOR CORE INTERCONNECTION IN A NETWORK-ON-CHIP"	"Não"	"2"	"CESAR ALBENES ZEFERINO"	"Docente"	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	""	""	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SOCIN-SEC: PROVIMENTO DE SEGURANÇA EM REDE-EM-CHIP"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"AMBA-AHB NETWORK INTERFACE FOR CORE INTERCONNECTION IN A NETWORK-ON-CHIP"	"Não"	"3"	"DOUGLAS ROSSI DE MELO"	"Participante Externo"	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	""	""	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SOCIN-SEC: PROVIMENTO DE SEGURANÇA EM REDE-EM-CHIP"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"AMBA-AHB NETWORK INTERFACE FOR CORE INTERCONNECTION IN A NETWORK-ON-CHIP"	"Não"	"4"	"EDUARDO AUGUSTO BEZERRA"	"Participante Externo"	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	""	""	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SOCIN-SEC: PROVIMENTO DE SEGURANÇA EM REDE-EM-CHIP"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"AMBA-AHB NETWORK INTERFACE FOR CORE INTERCONNECTION IN A NETWORK-ON-CHIP"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Cidade do evento"	"Bariloche"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SOCIN-SEC: PROVIMENTO DE SEGURANÇA EM REDE-EM-CHIP"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"AMBA-AHB NETWORK INTERFACE FOR CORE INTERCONNECTION IN A NETWORK-ON-CHIP"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Divulgação"	"MEIO DIGITAL"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SOCIN-SEC: PROVIMENTO DE SEGURANÇA EM REDE-EM-CHIP"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"AMBA-AHB NETWORK INTERFACE FOR CORE INTERCONNECTION IN A NETWORK-ON-CHIP"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Edição / Número"	"23"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SOCIN-SEC: PROVIMENTO DE SEGURANÇA EM REDE-EM-CHIP"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"AMBA-AHB NETWORK INTERFACE FOR CORE INTERCONNECTION IN A NETWORK-ON-CHIP"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Fascículo"	"-"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SOCIN-SEC: PROVIMENTO DE SEGURANÇA EM REDE-EM-CHIP"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"AMBA-AHB NETWORK INTERFACE FOR CORE INTERCONNECTION IN A NETWORK-ON-CHIP"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Idioma"	"PORTUGUES"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SOCIN-SEC: PROVIMENTO DE SEGURANÇA EM REDE-EM-CHIP"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"AMBA-AHB NETWORK INTERFACE FOR CORE INTERCONNECTION IN A NETWORK-ON-CHIP"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Idioma"	"Português"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SOCIN-SEC: PROVIMENTO DE SEGURANÇA EM REDE-EM-CHIP"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"AMBA-AHB NETWORK INTERFACE FOR CORE INTERCONNECTION IN A NETWORK-ON-CHIP"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"ISBN/ISSN"	"-"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SOCIN-SEC: PROVIMENTO DE SEGURANÇA EM REDE-EM-CHIP"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"AMBA-AHB NETWORK INTERFACE FOR CORE INTERCONNECTION IN A NETWORK-ON-CHIP"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Natureza"	"TRABALHO COMPLETO"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SOCIN-SEC: PROVIMENTO DE SEGURANÇA EM REDE-EM-CHIP"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"AMBA-AHB NETWORK INTERFACE FOR CORE INTERCONNECTION IN A NETWORK-ON-CHIP"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Nome do evento"	"IWS - Iberchip Workshop"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SOCIN-SEC: PROVIMENTO DE SEGURANÇA EM REDE-EM-CHIP"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"AMBA-AHB NETWORK INTERFACE FOR CORE INTERCONNECTION IN A NETWORK-ON-CHIP"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Número da página final"	"85"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SOCIN-SEC: PROVIMENTO DE SEGURANÇA EM REDE-EM-CHIP"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"AMBA-AHB NETWORK INTERFACE FOR CORE INTERCONNECTION IN A NETWORK-ON-CHIP"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Número da página inicial"	"82"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SOCIN-SEC: PROVIMENTO DE SEGURANÇA EM REDE-EM-CHIP"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"AMBA-AHB NETWORK INTERFACE FOR CORE INTERCONNECTION IN A NETWORK-ON-CHIP"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Observação"	"-"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SOCIN-SEC: PROVIMENTO DE SEGURANÇA EM REDE-EM-CHIP"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"AMBA-AHB NETWORK INTERFACE FOR CORE INTERCONNECTION IN A NETWORK-ON-CHIP"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"País"	"Argentina"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SOCIN-SEC: PROVIMENTO DE SEGURANÇA EM REDE-EM-CHIP"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"AMBA-AHB NETWORK INTERFACE FOR CORE INTERCONNECTION IN A NETWORK-ON-CHIP"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Série"	"-"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SOCIN-SEC: PROVIMENTO DE SEGURANÇA EM REDE-EM-CHIP"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"AMBA-AHB NETWORK INTERFACE FOR CORE INTERCONNECTION IN A NETWORK-ON-CHIP"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Título dos Anais"	"Proceedings..."	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SOCIN-SEC: PROVIMENTO DE SEGURANÇA EM REDE-EM-CHIP"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"AMBA-AHB NETWORK INTERFACE FOR CORE INTERCONNECTION IN A NETWORK-ON-CHIP"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"URL"	"-"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SOCIN-SEC: PROVIMENTO DE SEGURANÇA EM REDE-EM-CHIP"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"AMBA-AHB NETWORK INTERFACE FOR CORE INTERCONNECTION IN A NETWORK-ON-CHIP"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Volume"	"1"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SOCIN-SEC: PROVIMENTO DE SEGURANÇA EM REDE-EM-CHIP"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"ANÁLISE ARQUITETURAL COMPARATIVA DO DESEMPENHO DE REDES-EM-CHIP BASEADA EM SIMULAÇÃO"	"Não"	"1"	"EDUARDO ALVES DA SILVA"	"Discente - null"	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	""	""	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SOCIN-SEC: PROVIMENTO DE SEGURANÇA EM REDE-EM-CHIP"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"ANÁLISE ARQUITETURAL COMPARATIVA DO DESEMPENHO DE REDES-EM-CHIP BASEADA EM SIMULAÇÃO"	"Não"	"2"	"CESAR ALBENES ZEFERINO"	"Docente"	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	""	""	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SOCIN-SEC: PROVIMENTO DE SEGURANÇA EM REDE-EM-CHIP"	"Não"
"UNIVALI"	"UNIVERSIDADE DO VALE DO ITAJAÍ"	"41005015010P7"	"COMPUTAÇÃO"	"2017"	"ANÁLISE ARQUITETURAL COMPARATIVA DO DESEMPENHO DE REDES-EM-CHIP BASEADA EM SIMULAÇÃO"	"Não"	""	""	""	"BIBLIOGRÁFICA"	"TRABALHO EM ANAIS"	"Cidade do evento"	"Campinas"	"COMPUTAÇÃO APLICADA"	"SISTEMAS EMBARCADOS E DISTRIBUIDOS"	"SOCIN-SEC: PROVIMENTO DE SEGURANÇA EM REDE-EM-CHIP"	"Não"
